,NLC,Origin TLC,Station Name,postcode,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,lat,long
2440,5439,WHS,Whyteleafe South,CR3 0BD,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,"19,243","15,915","27,676","62,834","19,243","15,915","27,676","62,834","125,668","116,808",8,0,0,0,,,,
2441,8680,WCK,Wick,KW1 4QT,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"7,294","5,128",0,"12,422","7,294","5,128",0,"12,422","24,844","25,666",-3,0,0,0,,,,
2442,6891,WIC,Wickford,SS11 7AT,East,Essex,Basildon,UKH3,Essex,National Express East Anglia,,,,"175,025","202,647","657,541","1,035,213","175,025","202,647","657,541","1,035,213","2,070,426","2,022,308",2,"552,961",0,0,,,51.615224,0.5193840000000001
2443,7227,WCM,Wickham Market,IP13 0PT,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,"5,725","9,188","1,515","16,428","5,725","9,188","1,515","16,428","32,856","29,682",11,0,1,0,Cause of large increase not clear,,52.151691,1.400582
2444,7695,WDD,Widdrington,NE61 5QH,North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,"1,180",49,"1,406","2,635","1,180",49,"1,406","2,635","5,270","5,124",3,0,0,0,,,55.241241,-1.616144
2445,2391,WID,Widnes,WA8 7TJ,North West,Halton,Halton,UKD2,Cheshire,Northern Rail,,,,"75,041","75,237","32,295","182,573","75,041","75,237","32,295","182,573","365,146","333,194",10,0,0,0,,,,
2446,4528,WMR,Widney Manor,B91 3LB,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,,"31,954","45,115","78,907","155,976","31,954","45,115","78,907","155,976","311,952","274,568",14,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 23,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
2447,2363,WGN,Wigan North Western,WN1 1BJ,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Virgin Trains (West Coast),WIGAN BR,Greater Manchester,,"194,496","280,606","75,243","550,345","194,496","280,606","75,243","550,345","1,100,690","1,066,546",3,"447,127",0,0,,,,
2448,2406,WGW,Wigan Wallgate,WN1 1BB,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,WIGAN BR,Greater Manchester,,"133,105","440,770","257,006","830,881","133,105","440,770","257,006","830,881","1,661,762","1,573,684",6,"164,501",0,0,,,,
2449,2098,WGT,Wigton,CA7 9BA,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,,"19,297","5,233","5,120","29,650","19,297","5,233","5,120","29,650","59,300","58,546",1,0,0,0,,,,
2450,3965,WMI,Wildmill,CF31 1RW,Wales - Cymru,Bridgend - Pen-Y-Bont Ar Ogwr,Bridgend - Pen-Y-Bont Ar Ogwr,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"5,056",302,473,"5,831","5,056",302,473,"5,831","11,662","12,162",-4,0,0,0,,,51.520433000000004,-3.5813919999999997
2451,1457,WIJ,Willesden Junction,NW10 4UY,London,Greater London,Hammersmith And Fulham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"415,903","606,982","729,267","1,752,152","415,903","606,982","729,267","1,752,152","3,504,304","2,377,316",47,"2,022,895",1,0,Further improvements to Overground service including completition of link between North and East branches  in February 2011 driving continued large increases in demand,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx,51.532215,-0.24493800000000002
2452,9781,WLM,Williamwood,G76 7HQ,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"41,404","26,851","53,812","122,067","41,404","26,851","53,812","122,067","244,134","233,308",5,0,0,0,,,,
2453,1905,WIL,Willington,DE65 6BN,East Midlands,Derbyshire,South Derbyshire,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"4,670","1,651","1,625","7,946","4,670","1,651","1,625","7,946","15,892","13,726",16,0,1,0,Continues high growth from previous year,,52.85315799999999,-1.558584
2454,4568,WMC,Wilmcote,CV37 9UP,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"5,989","3,028","1,475","10,492","5,989","3,028","1,475","10,492","20,984","16,932",24,0,1,0,Cause of large increase not clear,,52.222415999999996,-1.757698
2455,2774,WML,Wilmslow,SK9 1BU,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,"162,858","250,980","121,178","535,016","162,858","250,980","121,178","535,016","1,070,032","990,034",8,"79,722",0,0,,,,
2456,1056,WNE,Wilnecote,B77 5AL,West Midlands,Staffordshire,Tamworth,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"15,710","2,275","18,226","36,211","15,710","2,275","18,226","36,211","72,422","69,298",5,0,0,0,,,,
2457,5578,WIM,Wimbledon,SW19 7NL,London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"1,921,154","2,240,062","4,961,709","9,122,925","1,921,154","2,240,062","4,961,709","9,122,925","18,245,850","16,218,464",13,"1,590,568",1,0,Continues high growth from previous year,,51.421143,-0.206604
2458,5612,WBO,Wimbledon Chase,SW20 8JT,London,Greater London,Merton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"32,530","28,474","128,737","189,741","32,530","28,474","128,737","189,741","379,482","322,392",18,0,1,0,Continues high growth from previous year,,51.409521000000005,-0.214033
2459,5042,WSE,Winchelsea,TN36 4JX,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,,444,"1,460",538,"2,442",444,"1,460",538,"2,442","4,884",474,930,0,0,1,Large increase consistent with previous year and appears to be driven by timetable improvements. Similar story for Doleham and Three Oaks,http://en.wikipedia.org/wiki/Winchelsea_railway_station,50.933309,0.701723
2460,5924,WIN,Winchester,SO23 8TJ,South East,Hampshire,Winchester,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"447,299","755,642","1,023,374","2,226,315","447,299","755,642","1,023,374","2,226,315","4,452,630","4,220,712",5,"90,531",0,0,,,51.067066,-1.3198590000000001
2461,5528,WNF,Winchfield,RG27 8BX,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"29,635","45,425","83,935","158,995","29,635","45,425","83,935","158,995","317,990","302,574",5,0,0,0,,,51.285354999999996,-0.9072110000000001
2462,6024,WIH,Winchmore Hill,N21 3NG,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"151,349","138,907","421,552","711,808","151,349","138,907","421,552","711,808","1,423,616","1,346,598",6,0,0,0,,,,
2463,1978,WDM,Windermere,LA23 1AH,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,"34,382","134,101","17,199","185,682","34,382","134,101","17,199","185,682","371,364","358,714",4,0,0,0,,,54.379602,-2.9033450000000003
2464,3175,WNC,Windsor & Eton Central,SL4 1PJ,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,"170,021","513,025","232,313","915,359","170,021","513,025","232,313","915,359","1,830,718","1,723,272",6,"48,801",0,0,,,,
2465,5672,WNR,Windsor & Eton Riverside,SL4 1QG,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"202,391","337,775","136,979","677,145","202,391","337,775","136,979","677,145","1,354,290","1,273,940",6,"55,922",0,0,,,,
2466,5697,WNS,Winnersh,RG41 5LU,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"60,704","66,672","93,020","220,396","60,704","66,672","93,020","220,396","440,792","441,598",-0,0,0,0,,,51.429653,-0.8770469999999999
2467,5698,WTI,Winnersh Triangle,RG41 5TS,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"61,105","37,773","76,326","175,204","61,105","37,773","76,326","175,204","350,408","320,090",9,0,0,0,,,51.43825,-0.8874540000000001
2468,2269,WSF,Winsford,CW7 3NF,North West,Cheshire,Vale Royal,UKD2,Cheshire,London Midland Trains,,,,"24,348","52,833","6,406","83,587","24,348","52,833","6,406","83,587","167,174","152,458",10,0,0,0,,,,
2469,9694,WSH,Wishaw,ML2 0EX,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"61,924","57,970","66,713","186,607","61,924","57,970","66,713","186,607","373,214","346,588",8,0,0,0,,,,
2470,6844,WTM,Witham,CM8 2BS,East,Essex,Braintree,UKH3,Essex,National Express East Anglia,,,,"159,057","238,974","727,930","1,125,961","159,057","238,974","727,930","1,125,961","2,251,922","2,159,090",4,"129,195",0,0,,,,
2471,5640,WTY,Witley,GU8 5TB,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"30,116","22,902","64,211","117,229","30,116","22,902","64,211","117,229","234,458","239,524",-2,0,0,0,,,,
2472,1011,WTT,Witton,B6 7BA,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"20,628","62,143","49,938","132,709","20,628","62,143","49,938","132,709","265,418","169,758",56,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 70,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
2473,5341,WVF,Wivelsfield,RH15 0QF,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,,"40,503","76,117","130,049","246,669","40,503","76,117","130,049","246,669","493,338","484,170",2,"22,927",0,0,,,50.964724,-0.119477
2474,6860,WIV,Wivenhoe,CO7 9DJ,East,Essex,Colchester,UKH3,Essex,National Express East Anglia,,,,"23,425","55,235","98,412","177,072","23,425","55,235","98,412","177,072","354,144","330,030",7,"2,273",0,0,,,,
2475,1539,WOB,Woburn Sands,MK17 8UD,South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,,"3,764","9,159","10,791","23,714","3,764","9,159","10,791","23,714","47,428","45,602",4,0,0,0,,,52.018228,-0.65465
2476,5685,WOK,Woking,GU22 7AE,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"972,259","1,102,096","1,620,844","3,695,199","972,259","1,102,096","1,620,844","3,695,199","7,390,398","7,260,658",2,"1,424,796",0,0,,,51.318068,-0.557403
2477,5696,WKM,Wokingham,RG40 2AP,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"283,062","404,933","386,957","1,074,952","283,062","404,933","386,957","1,074,952","2,149,904","2,097,534",2,"190,689",0,0,,,51.411865999999996,-0.842757
2478,5440,WOH,Woldingham,CR3 7LT,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,,"24,231","34,908","76,671","135,810","24,231","34,908","76,671","135,810","271,620","264,058",3,0,0,0,,,,
2479,1218,WVH,Wolverhampton,WV1 1LE,West Midlands,West Midlands,Wolverhampton,UKG3,West Midlands,Virgin Trains (West Coast),,West Midlands,,"429,358","1,103,250","561,974","2,094,582","429,358","1,103,250","561,974","2,094,582","4,189,164","4,454,566",-6,"334,830",0,0,,,,
2480,1364,WOL,Wolverton,MK12 5LQ,South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,,"22,781","31,456","126,414","180,651","22,781","31,456","126,414","180,651","361,302","319,700",13,0,1,0,Continues high growth from previous year,,52.047583,-0.828772
2481,6688,WOM,Wombwell,S73 0LU,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"33,350","33,863","30,962","98,175","33,350","33,863","30,962","98,175","196,350","182,972",7,0,0,0,,,,
2482,4536,WDE,Wood End,B94 5DS,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"2,246","1,557","2,545","6,348","2,246","1,557","2,545","6,348","12,696","11,460",11,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 1,500 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
2483,6954,WST,Wood Street,E17 3LX,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,"69,663","99,369","206,198","375,230","69,663","99,369","206,198","375,230","750,460","674,902",11,0,1,0,Continues high growth from previous year,,,
2484,7228,WDB,Woodbridge,IP12 4AU,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,"27,560","44,249","12,886","84,695","27,560","44,249","12,886","84,695","169,390","133,398",27,0,1,0,Service frequency doubled,,52.090973,1.315576
2485,7467,WGR,Woodgrange Park,E7 8AF,London,Greater London,Newham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"52,157","77,416","112,743","242,316","52,157","77,416","112,743","242,316","484,632","310,006",56,0,1,0,Ramp-up of demand on London Overground services,,,
2486,9639,WDL,Woodhall,PA14 5PP,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"8,335","6,624","8,305","23,264","8,335","6,624","8,305","23,264","46,528","51,446",-10,0,0,0,,,55.933581000000004,-4.687957
2487,6892,WDF,Woodham Ferrers,CM3 5NQ ,East,Essex,Chelmsford,UKH3,Essex,National Express East Anglia,,,,"40,844","34,847","193,107","268,798","40,844","34,847","193,107","268,798","537,596","559,070",-4,0,0,0,,,,
2488,6732,WDH,Woodhouse,S13 7RF,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"5,242","3,104","5,440","13,786","5,242","3,104","5,440","13,786","27,572","27,414",1,0,0,0,,,,
2489,8578,WDS,Woodlesford,LS26 8RA,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"52,477","38,352","81,845","172,674","52,477","38,352","81,845","172,674","345,348","337,502",2,0,0,0,,,53.757344999999994,-1.4452530000000001
2490,2835,WLY,Woodley,SK6 1NX,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"5,493","10,983","5,920","22,396","5,493","10,983","5,920","22,396","44,792","41,434",8,0,0,0,,,,
2491,5441,WME,Woodmansterne,CR5 3HS,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"31,815","36,114","117,996","185,925","31,815","36,114","117,996","185,925","371,850","377,918",-2,0,0,0,,,,
2492,2773,WSR,Woodsmoor,SK2 7AX,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"18,235","32,512","38,739","89,486","18,235","32,512","38,739","89,486","178,972","173,702",3,0,0,0,,,,
2493,5960,WOO,Wool,BH20 6BL,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,"30,210","49,808","14,961","94,979","30,210","49,808","14,961","94,979","189,958","176,202",8,0,0,0,,,50.681278000000006,-2.22051
2494,5925,WLS,Woolston,SO19 2DJ,South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"26,618","15,055","28,569","70,242","26,618","15,055","28,569","70,242","140,484","138,466",1,0,0,0,,,50.89886,-1.375679
2495,5152,WWA,Woolwich Arsenal,SE18 6EU,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"340,983","556,054","882,507","1,779,544","340,983","556,054","882,507","1,779,544","3,559,088","3,385,862",5,0,0,0,,,51.490109000000004,0.068958
2496,5153,WWD,Woolwich Dockyard,SE18 5JY,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"43,942","60,809","162,726","267,477","43,942","60,809","162,726","267,477","534,954","491,158",9,0,0,0,,,51.491074,0.054480999999999995
2497,4540,WWW,Wootton Wawen,B95 6BJ,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"2,465",975,"2,477","5,917","2,465",975,"2,477","5,917","11,834","10,814",9,0,0,0,,,,
2498,4893,WOF,Worcester Foregate Street,WR1 1DB,West Midlands,Worcestershire,Worcester,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,WORCESTER BR,West Midlands,,"272,448","308,675","314,741","895,864","272,448","308,675","314,741","895,864","1,791,728","1,625,011",10,"154,974",1,0,Continues high growth from previous year,,,
2499,5579,WCP,Worcester Park,KT4 7ND,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"245,462","264,982","831,409","1,341,853","245,462","264,982","831,409","1,341,853","2,683,706","2,655,248",1,0,0,0,,,,
2500,4891,WOS,Worcester Shrub Hill,WR4 9EJ,West Midlands,Worcestershire,Worcester,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,WORCESTER BR,West Midlands,,"119,786","125,675","144,521","389,982","119,786","125,675","144,521","389,982","779,964","747,595",4,"92,805",0,0,,,,
2501,2040,WKG,Workington,CA14 2UZ,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,,"53,356","21,308","12,562","87,226","53,356","21,308","12,562","87,226","174,452","176,866",-1,0,0,0,,,54.645012,-3.556467
2502,6574,WRK,Worksop,S81 7AG,East Midlands,Nottinghamshire,Bassetlaw,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,"134,366","52,336","45,394","232,096","134,366","52,336","45,394","232,096","464,192","457,860",1,"19,853",0,0,,,,
2503,3390,WOR,Worle,BS22 6WA,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"44,524","57,080","19,135","120,739","44,524","57,080","19,135","120,739","241,478","215,524",12,0,1,0,Continues high growth from previous year,,51.357585,-2.911556
2504,5686,WPL,Worplesdon,GU22 0RN,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"19,729","8,852","78,594","107,175","19,729","8,852","78,594","107,175","214,350","211,216",1,0,0,0,,,51.288888,-0.584676
2505,7326,WRT,Worstead,NR28 9RX,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,"5,731","3,664","1,559","10,954","5,731","3,664","1,559","10,954","21,908","18,898",16,0,1,0,Cause of large increase not clear,,52.775071,1.401792
2506,5279,WRH,Worthing,BN11 1UR,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,,"231,137","665,827","399,311","1,296,275","231,137","665,827","399,311","1,296,275","2,592,550","2,550,722",2,"88,322",0,0,,,50.818139,-0.375562
2507,6907,WRB,Wrabness,CO11 2TJ,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,"2,057","2,290","5,711","10,058","2,057","2,290","5,711","10,058","20,116","21,912",-8,0,0,0,,,51.93895,1.170847
2508,5673,WRY,Wraysbury,TW19 5NW,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"18,644","13,418","20,411","52,473","18,644","13,418","20,411","52,473","104,946","100,318",5,0,0,0,,,51.460521,-0.536117
2509,1350,WRE,Wrenbury,CW5 8EX,North West,Cheshire,Crewe And Nantwich,UKD2,Cheshire,Arriva Trains Wales,,,,"4,529","1,544",435,"6,508","4,529","1,544",435,"6,508","13,016","11,878",10,0,0,0,Continues high growth from previous year,,,
